A,B,C,D,E,F,G,H,I,s
19,9,4,5,12,9,14,7,19,98
19,9,4,5,12,9,14,19,0,91
19,9,4,5,12,15,3,11,0,78
19,9,4,5,12,15,14,7,0,85
19,9,4,5,13,1,14,0,0,65
19,9,4,5,13,5,14,0,0,69
19,9,4,5,14,5,19,19,0,94
19,9,4,5,14,15,20,5,0,91
19,9,4,5,16,9,5,3,5,75
19,9,4,5,18,0,0,0,0,55
19,9,4,5,18,1,12,0,0,68
19,9,4,5,18,1,20,5,0,81
19,9,4,5,18,1,20,5,4,85
19,9,4,5,18,5,1,12,0,73
19,9,4,5,18,5,1,14,0,75
19,9,4,5,18,9,14,0,0,78
19,9,4,5,18,9,19,13,0,96
19,9,4,5,18,9,20,5,0,89
19,9,4,5,18,9,20,5,19,108
19,9,4,5,18,9,20,9,3,96
19,9,4,5,18,15,13,1,0,84
19,9,4,5,18,15,14,25,13,122
19,9,4,5,18,15,19,5,0,94
19,9,4,5,18,15,19,9,19,117
19,9,4,5,18,15,20,9,3,102
19,9,4,5,18,15,21,19,0,110
19,9,4,5,18,19,8,9,16,107
19,9,4,5,18,21,18,7,25,126
19,9,4,5,19,0,0,0,0,56
19,9,4,5,19,8,1,11,5,81
19,9,4,5,19,8,15,23,0,102
19,9,4,5,19,8,15,23,19,121
19,9,4,5,19,12,9,16,0,93
19,9,4,5,19,12,9,16,19,112
19,9,4,5,19,13,1,14,0,84
19,9,4,5,19,13,5,14,0,88
19,9,4,5,19,16,9,14,0,95
19,9,4,5,19,16,9,14,19,114
19,9,4,5,19,20,0,0,0,76
19,9,4,5,19,20,5,16,0,97
19,9,4,5,19,20,5,16,19,116
19,9,4,5,19,20,9,3,11,99
19,9,4,5,19,23,1,25,0,105
19,9,4,5,19,23,9,16,5,109
19,9,4,5,20,18,1,3,11,90
19,9,4,5,23,1,25,0,0,86
19,9,4,5,23,1,25,19,0,105
19,9,4,5,23,1,12,11,0,84
19,9,4,5,23,1,12,11,19,103
19,9,4,5,23,1,12,12,0,85
19,9,4,5,23,1,12,12,19,104
19,9,4,5,23,1,18,4,0,83
19,9,4,5,23,1,18,4,19,102
19,9,4,5,23,1,19,8,0,88
19,9,4,5,23,8,5,5,12,90
19,9,4,5,23,9,16,5,0,90
19,9,4,5,23,9,16,5,18,108
19,9,4,5,23,9,19,5,0,93
19,9,4,8,5,0,0,0,0,45
19,9,4,9,0,0,0,0,0,41
19,9,4,25,0,0,0,0,0,57
19,9,4,9,1,0,0,0,0,42
19,9,4,9,14,7,0,0,0,62
19,9,4,9,14,7,19,0,0,81
19,9,4,9,15,14,0,0,0,70
19,9,4,12,5,0,0,0,0,49
19,9,4,12,5,4,0,0,0,53
19,9,4,12,5,18,0,0,0,67
19,9,4,12,5,18,19,0,0,86
19,9,4,12,5,19,0,0,0,68
19,9,4,12,9,14,7,0,0,74
19,9,4,12,9,14,7,12,25,111
19,9,4,12,9,14,19,0,0,86
19,9,4,20,8,0,0,0,0,60
19,9,5,0,0,0,0,0,0,33
19,25,5,0,0,0,0,0,0,49
19,9,5,3,12,5,0,0,0,53
19,9,5,3,12,5,19,0,0,72
19,25,5,4,0,0,0,0,0,53
19,9,5,7,5,0,0,0,0,45
19,9,5,7,5,1,2,12,5,65
19,9,5,7,5,4,0,0,0,49
19,9,5,7,5,14,9,20,5,93
19,9,5,7,5,18,0,0,0,63
19,9,5,7,5,19,0,0,0,64
19,9,5,7,5,23,15,18,11,112
19,9,5,7,9,14,7,0,0,70
19,9,5,7,21,18,4,0,0,83
19,9,5,14,9,20,5,0,0,81
19,25,5,14,9,20,5,0,0,97
19,9,5,14,9,20,5,19,0,100
19,25,5,14,9,20,5,19,0,116
19,9,5,14,9,20,9,3,0,88
19,25,5,14,9,20,9,3,0,104
19,9,5,14,14,1,0,0,0,62
19,9,5,14,14,1,19,0,0,81
19,9,5,18,0,0,0,0,0,51
19,9,5,18,9,14,7,0,0,81
19,9,5,18,15,26,5,13,0,110
19,9,5,18,15,26,5,13,19,129
19,9,5,18,18,1,14,0,0,84
19,9,5,18,18,1,19,0,0,89
19,9,5,19,20,0,0,0,0,72
19,9,5,19,20,1,0,0,0,73
19,9,5,19,20,1,19,0,0,92
19,9,5,21,18,19,0,0,0,91
19,9,5,22,5,0,0,0,0,60
19,9,5,22,5,4,0,0,0,64
19,9,5,22,5,6,21,12,0,99
19,9,5,22,5,12,9,11,5,97
19,9,5,22,5,18,0,0,0,78
19,9,5,22,5,19,0,0,0,79
19,9,5,22,25,0,0,0,0,80
19,9,5,22,9,14,7,0,0,85
19,9,5,22,9,14,7,19,0,104
19,9,6,1,3,0,0,0,0,38
19,9,6,1,11,1,0,0,0,47
19,9,6,1,11,1,19,0,0,66
19,9,6,5,0,0,0,0,0,39
19,9,6,6,9,12,1,20,5,87
19,9,6,6,12,5,0,0,0,57
19,9,6,6,12,5,20,0,0,77
19,9,6,6,12,5,21,18,0,96
19,9,6,6,12,5,21,18,19,115
19,9,6,6,12,5,21,19,5,102
19,9,6,6,12,15,20,0,0,87
19,9,6,20,0,0,0,0,0,54
19,9,6,20,1,7,5,0,0,67
19,9,6,20,5,4,0,0,0,63
19,9,6,20,5,18,0,0,0,77
19,9,6,20,5,18,19,0,0,96
19,9,6,20,9,14,7,0,0,84
19,9,6,20,9,14,7,19,0,103
19,25,6,20,14,0,0,0,0,84
19,9,6,20,19,0,0,0,0,73
19,9,7,1,14,9,4,0,0,63
19,9,7,1,14,9,4,19,0,82
19,9,7,1,20,15,11,1,0,83
19,9,7,6,9,12,5,0,0,67
19,9,7,6,9,12,5,19,0,86
19,9,7,7,5,18,0,0,0,65
19,9,7,8,0,0,0,0,0,43
19,9,7,8,5,4,0,0,0,52
19,9,7,8,5,18,0,0,0,66
19,9,7,8,5,18,19,0,0,85
19,9,7,8,6,21,12,0,0,82
19,9,7,8,6,21,12,12,25,119
19,9,7,8,9,14,7,0,0,73
19,9,7,8,9,14,7,12,25,110
19,9,7,8,12,5,19,19,0,98
19,9,7,8,12,9,11,5,0,80
19,9,7,8,19,0,0,0,0,62
19,9,7,8,20,0,0,0,0,63
19,9,7,8,20,1,2,12,5,83
19,9,7,8,20,5,4,0,0,72
19,9,7,8,20,5,14,0,0,82
19,9,7,8,20,5,18,0,0,86
19,9,7,8,20,5,18,19,0,105
19,9,7,8,20,6,21,12,0,102
19,9,7,8,20,8,15,12,5,103
19,9,7,8,20,25,0,0,0,88
19,9,7,8,20,9,14,7,0,93
19,9,7,8,20,9,14,7,19,112
19,9,7,8,20,12,5,19,19,118
19,9,7,8,20,12,25,0,0,100
19,9,7,8,20,12,9,5,18,107
19,9,7,8,20,12,9,12,25,121
19,9,7,8,20,19,0,0,0,82
19,9,7,8,20,19,1,23,0,106
19,9,7,8,20,19,5,5,0,92
19,9,7,8,20,19,5,5,14,106
19,9,7,8,20,19,5,5,18,110
19,9,7,8,20,19,5,5,19,111
19,9,7,8,20,19,13,1,14,110
19,9,7,9,12,0,0,0,0,56
19,9,7,9,12,12,0,0,0,68
19,9,7,9,12,12,1,18,25,112
19,9,7,9,12,12,1,20,5,94
19,9,7,9,12,12,21,13,0,102
19,9,7,9,12,19,0,0,0,75
19,9,7,12,1,0,0,0,0,48
19,9,7,12,1,18,9,1,14,90
19,9,7,12,15,9,0,0,0,71
19,9,7,12,15,19,0,0,0,81
19,9,7,12,21,13,0,0,0,81
19,9,7,13,1,19,0,0,0,68
19,9,7,13,1,20,5,0,0,74
19,9,7,13,1,20,9,3,0,81
19,9,7,13,1,20,9,15,14,107
19,9,7,13,1,20,9,19,13,110
19,9,7,13,15,4,15,14,20,116
19,9,7,13,15,9,4,0,0,76
19,9,7,13,15,9,4,1,12,89
19,9,7,13,15,9,4,19,0,95
19,9,7,14,0,0,0,0,0,49
19,9,7,14,1,0,0,0,0,50
19,9,7,14,1,2,12,5,0,69
19,9,7,14,1,3,12,5,0,70
19,9,7,14,1,7,5,0,0,62
19,9,7,14,1,7,5,19,0,81
19,9,7,14,1,12,0,0,0,62
19,9,7,14,1,12,5,4,0,71
19,9,7,14,1,12,5,5,0,72
19,9,7,14,1,12,5,18,0,85
19,9,7,14,1,12,5,18,19,104
19,9,7,14,1,12,5,19,5,91
19,9,7,14,1,12,9,14,7,92
19,9,7,14,1,12,9,19,5,95
19,9,7,14,1,12,9,19,13,103
19,9,7,14,1,12,9,19,20,110
19,9,7,14,1,12,9,20,25,116
19,9,7,14,1,12,9,26,5,102
19,9,7,14,1,12,12,5,4,83
19,9,7,14,1,12,12,5,18,97
19,9,7,14,1,12,12,25,0,99
19,9,7,14,1,12,13,1,14,90
19,9,7,14,1,12,13,5,14,94
19,9,7,14,1,12,19,0,0,81
19,9,7,14,1,14,3,5,0,72
19,9,7,14,1,18,25,0,0,93
19,9,7,14,1,20,1,18,25,114
19,9,7,14,1,20,5,0,0,75
19,9,7,14,1,20,9,15,14,108
19,9,7,14,1,20,15,18,0,103
19,9,7,14,1,20,15,18,25,128
19,9,7,14,1,20,21,18,5,114
19,9,7,14,2,15,1,18,4,89
19,9,7,14,5,4,0,0,0,58
19,9,7,14,5,5,0,0,0,59
19,9,7,14,5,5,19,0,0,78
19,9,7,14,5,18,0,0,0,72
19,9,7,14,5,18,19,0,0,91
19,9,7,14,5,20,0,0,0,74
19,9,7,14,5,20,5,4,0,83
19,9,7,14,5,20,9,14,7,104
19,9,7,14,5,20,19,0,0,93
19,9,7,14,5,20,21,18,0,113
19,9,7,14,5,21,18,0,0,93
19,9,7,14,5,21,18,25,0,118
19,9,7,14,9,6,5,18,0,87
19,9,7,14,9,6,25,0,0,89
19,9,7,14,9,6,9,3,0,76
19,9,7,14,9,6,9,3,19,95
19,9,7,14,9,6,9,5,0,78
19,9,7,14,9,6,9,5,4,82
19,9,7,14,9,6,9,5,18,96
19,9,7,14,9,6,9,5,19,97
19,9,7,14,9,14,7,0,0,79
19,9,7,14,9,15,18,0,0,91
19,9,7,14,9,15,18,9,0,100
19,9,7,14,9,15,18,25,0,116
19,9,7,14,9,15,18,19,0,110
19,9,7,14,9,19,20,0,0,97
19,9,7,14,9,20,15,18,0,111
19,9,7,14,12,5,19,19,0,104
19,9,7,14,12,9,11,5,0,86
19,9,7,14,13,1,14,0,0,77
19,9,7,14,15,6,6,0,0,76
19,9,7,14,15,9,0,0,0,73
19,9,7,14,15,14,0,0,0,78
19,9,7,14,15,14,19,0,0,97
19,9,7,14,15,18,1,19,0,102
19,9,7,14,15,18,5,0,0,87
19,9,7,14,15,18,9,0,0,91
19,9,7,14,15,18,25,0,0,107
19,9,7,14,15,18,9,1,0,92
19,9,7,14,15,18,9,1,12,104
19,9,7,14,15,18,9,5,19,115
19,9,7,14,15,18,9,14,1,106
19,9,7,14,15,18,9,14,5,110
19,9,7,14,15,18,9,14,9,114
19,9,7,14,15,18,9,14,15,120
19,9,7,14,15,18,9,26,5,122
19,9,7,14,15,18,19,0,0,101
19,9,7,14,16,15,19,20,0,119
19,9,7,14,16,15,19,20,19,138
19,9,7,14,19,0,0,0,0,68
19,9,7,14,21,13,0,0,0,83
19,9,7,18,9,13,0,0,0,75
19,9,10,9,12,12,0,0,0,71
19,9,11,1,18,0,0,0,0,58
19,9,11,1,18,1,0,0,0,59
19,9,11,1,20,3,8,0,0,71
19,9,11,5,0,0,0,0,0,44
19,25,11,5,0,0,0,0,0,60
19,9,11,5,18,0,0,0,0,62
19,9,11,5,18,12,25,0,0,99
19,25,11,5,18,12,25,0,0,115
19,9,11,5,18,14,5,19,19,119
19,9,11,5,20,0,0,0,0,64
19,9,11,8,1,18,1,0,0,67
19,9,11,8,18,1,0,0,0,66
19,9,11,8,19,0,0,0,0,66
19,9,11,9,13,9,0,0,0,70
19,9,11,18,1,0,0,0,0,58
19,9,12,1,7,5,0,0,0,53
19,9,12,1,7,5,19,0,0,72
19,9,12,1,14,5,0,0,0,60
19,9,12,1,14,5,19,0,0,79
19,9,12,1,14,7,1,0,0,63
19,9,12,3,18,5,20,5,0,91
19,9,12,4,0,0,0,0,0,44
19,9,12,4,19,0,0,0,0,63
19,9,12,5,14,0,0,0,0,59
19,9,12,5,14,3,5,0,0,67
19,9,12,5,14,3,5,4,0,71
19,9,12,5,14,3,5,18,0,85
19,9,12,5,14,3,5,18,19,104
19,9,12,5,14,3,5,19,0,86
19,9,12,5,14,3,25,0,0,87
19,9,12,5,14,3,9,14,7,92
19,25,12,5,14,5,0,0,0,80
19,9,12,5,14,9,0,0,0,68
19,9,12,5,14,9,3,0,0,71
19,9,12,5,14,20,0,0,0,79
19,9,12,5,14,20,5,18,0,102
19,9,12,5,14,20,5,19,20,123
19,9,12,5,14,20,9,1,12,101
19,9,12,5,14,20,9,15,0,103
19,9,12,5,14,20,9,19,8,115
19,9,12,5,14,20,9,21,13,122
19,9,12,5,14,20,12,25,0,116
19,9,12,5,14,20,19,0,0,98
19,9,12,5,19,9,1,19,0,93
19,9,12,5,24,5,19,0,0,93
19,9,12,5,24,9,20,5,0,103
19,9,12,7,18,5,5,14,0,89
19,25,12,9,0,0,0,0,0,65
19,9,12,9,3,1,0,0,0,53
19,9,12,9,3,1,13,0,0,66
19,9,12,9,3,1,14,5,0,72
19,9,12,9,3,1,19,0,0,72
19,9,12,9,3,1,20,5,0,78
19,9,12,9,3,1,20,5,19,97
19,9,12,9,3,5,1,14,0,72
19,9,12,9,3,5,15,21,19,112
19,9,12,9,3,9,3,0,0,64
19,9,12,9,3,9,4,5,0,70
19,9,12,9,3,9,4,5,19,89
19,9,12,9,3,9,6,25,0,92
19,9,12,9,3,25,12,0,0,89
19,9,12,9,3,9,15,21,19,116
19,9,12,9,3,9,21,13,0,95
19,9,12,9,3,9,21,13,19,114
19,9,12,9,3,9,26,5,0,92
19,9,12,9,3,12,5,0,0,69
19,9,12,9,3,12,5,19,0,88
19,9,12,9,3,15,0,0,0,67
19,9,12,9,3,15,14,0,0,81
19,9,12,9,3,15,14,5,0,86
19,9,12,9,3,15,14,5,19,105
19,9,12,9,3,15,14,19,0,100
19,9,12,9,3,15,19,5,19,110
19,9,12,9,3,15,19,9,19,114
19,9,12,9,3,15,20,9,3,99
19,9,12,9,3,21,12,1,0,86
19,9,12,9,3,21,12,1,18,104
19,9,12,9,3,21,12,5,0,90
19,25,12,9,4,0,0,0,0,69
19,9,12,25,12,0,0,0,0,77
19,25,12,9,14,7,0,0,0,86
19,9,12,9,17,21,1,0,0,88
19,9,12,9,17,21,1,5,0,93
19,9,12,9,17,21,5,0,0,92
19,9,12,9,17,21,5,19,0,111
19,9,12,9,17,21,15,19,5,126
19,9,12,9,17,21,15,21,19,142
19,25,12,9,19,0,0,0,0,84
19,9,12,11,0,0,0,0,0,51
19,9,12,11,1,12,5,14,5,88
19,9,12,11,1,12,9,14,5,92
19,9,12,11,5,4,0,0,0,60
19,9,12,11,5,14,0,0,0,70
19,9,12,11,5,18,0,0,0,74
19,9,12,11,25,0,0,0,0,76
19,9,12,11,9,5,0,0,0,65
19,9,12,11,9,5,18,0,0,83
19,9,12,11,9,5,19,20,0,104
19,9,12,11,9,12,25,0,0,97
19,9,12,11,9,14,5,0,0,79
19,9,12,11,9,14,5,19,19,117
19,9,12,11,9,14,7,0,0,81
19,9,12,11,12,9,11,5,0,88
19,9,12,11,13,1,14,0,0,79
19,9,12,11,13,5,14,0,0,83
19,9,12,11,14,5,19,19,0,108
19,9,12,11,15,12,5,14,5,102
19,9,12,11,15,12,9,14,5,106
19,9,12,11,19,0,0,0,0,70
19,9,12,11,19,13,1,14,0,98
19,9,12,11,19,20,15,14,5,124
19,9,12,11,20,1,9,12,0,93
19,9,12,11,23,5,5,4,0,88
19,9,12,11,23,5,5,4,19,107
19,9,12,11,23,15,13,1,14,117
19,9,12,11,23,15,15,4,0,108
19,9,12,11,23,15,18,11,0,118
19,9,12,11,23,15,18,11,19,137
19,9,12,11,23,15,18,13,0,120
19,9,12,11,23,15,18,13,19,139
19,25,12,12,0,0,0,0,0,68
19,25,12,12,1,2,0,0,0,71
19,25,12,12,1,2,1,18,25,115
19,25,12,12,1,2,5,0,0,76
19,25,12,12,1,2,9,0,0,80
19,25,12,12,1,2,9,3,0,83
19,25,12,12,1,2,9,3,19,102
19,25,12,12,1,2,9,6,25,111
19,25,12,12,1,2,9,19,5,104
19,25,12,12,1,2,9,19,13,112
19,25,12,12,1,2,9,26,5,111
19,25,12,12,1,2,12,5,0,88
19,25,12,12,1,2,12,5,4,92
19,25,12,12,1,2,12,5,19,107
19,9,12,12,1,2,21,2,0,78
19,25,12,12,1,2,21,2,0,94
19,9,12,12,1,2,21,2,19,97
19,25,12,12,1,2,21,2,19,113
19,9,12,12,1,4,1,18,0,76
19,9,12,12,1,14,4,1,18,90
19,9,12,12,1,18,0,0,0,71
19,9,12,12,3,15,3,11,0,84
19,25,12,12,5,16,19,5,19,132
19,25,12,12,5,16,19,9,19,136
19,25,12,12,5,16,20,9,3,121
19,9,12,12,5,18,0,0,0,75
19,9,12,12,5,18,19,0,0,94
19,9,12,12,25,0,0,0,0,77
19,9,12,12,9,2,9,2,0,74
19,9,12,12,9,2,9,2,19,93
19,9,12,12,9,2,15,21,11,110
19,9,12,12,9,2,21,2,0,86
19,9,12,12,9,2,21,2,19,105
19,25,12,12,9,4,0,0,0,81
19,25,12,12,9,4,9,1,14,105
19,9,12,12,9,5,18,0,0,84
19,9,12,12,9,5,19,0,0,85
19,9,12,12,9,5,19,20,0,105
19,9,12,12,25,8,15,15,4,119
19,9,12,12,25,8,15,23,0,123
19,9,12,12,25,9,19,8,0,113
19,9,12,12,25,9,19,13,0,118
19,9,12,12,9,11,9,14,0,95
19,9,12,12,9,12,25,0,0,98
19,9,12,12,9,14,5,19,19,118
19,9,12,12,25,20,15,14,0,126
19,9,12,12,15,3,11,0,0,81
19,25,12,12,15,7,5,0,0,95
19,25,12,12,15,7,9,19,13,131
19,25,12,12,15,7,9,19,20,138
19,25,12,12,15,7,9,26,5,130
19,9,12,12,15,14,0,0,0,81
19,9,12,12,19,0,0,0,0,71
19,9,12,15,0,0,0,0,0,55
19,9,12,15,5,4,0,0,0,64
19,9,12,15,9,14,7,0,0,85
19,9,12,15,9,19,20,0,0,103
19,9,12,15,19,0,0,0,0,74
19,9,12,15,24,1,14,5,0,99
19,9,12,15,24,1,14,5,19,118
19,25,12,16,8,0,0,0,0,80
19,25,12,16,8,25,0,0,0,105
19,25,12,16,8,9,3,0,0,92
19,9,12,16,8,9,4,0,0,77
19,25,12,16,8,9,4,0,0,93
19,25,12,16,8,9,4,19,0,112
19,25,12,16,8,9,14,5,0,108
19,25,12,16,8,9,19,8,0,116
19,9,12,16,8,9,21,13,0,107
19,25,12,16,8,9,26,5,0,120
19,25,12,16,8,12,9,11,5,117
19,25,12,16,8,19,0,0,0,99
19,9,12,20,0,0,0,0,0,60
19,9,12,20,1,7,5,0,0,73
19,9,12,20,1,20,9,15,14,119
19,9,12,20,5,4,0,0,0,69
19,9,12,20,25,0,0,0,0,85
19,9,12,20,9,5,18,0,0,92
19,9,12,20,9,5,19,20,0,113
19,9,12,20,9,14,7,0,0,90
19,9,12,20,12,9,11,5,0,97
19,9,12,20,19,0,0,0,0,79
19,9,12,20,19,20,15,14,5,133
19,9,12,21,14,4,21,13,0,113
19,9,12,21,18,5,0,0,0,84
19,9,12,21,18,9,4,0,0,92
19,9,12,21,18,9,4,19,0,111
19,9,12,21,18,15,9,4,0,107
19,9,12,21,18,15,9,4,19,126
19,9,12,22,1,5,0,0,0,68
19,25,12,22,1,5,0,0,0,84
19,25,12,22,1,7,5,0,0,91
19,25,12,22,1,14,9,20,5,127
19,9,12,22,1,14,9,20,25,131
19,25,12,22,1,14,9,20,25,147
19,25,12,22,1,14,9,26,5,133
19,25,12,22,1,14,12,25,0,130
19,9,12,22,1,14,18,25,0,120
19,25,12,22,1,14,18,25,0,136
19,9,12,22,1,14,19,0,0,96
19,25,12,22,1,14,19,0,0,112
19,9,12,22,1,19,0,0,0,82
19,25,12,22,1,19,0,0,0,98
19,25,12,22,1,20,5,0,0,104
19,25,12,22,1,20,9,3,0,111
19,9,12,22,5,14,4,25,0,110
19,9,12,22,5,18,5,4,0,94
19,9,12,22,5,18,5,25,5,120
19,9,12,22,5,18,5,18,0,108
19,9,12,22,5,18,5,18,19,127
19,9,12,22,5,18,6,9,14,114
19,9,12,22,5,18,25,0,0,110
19,9,12,22,5,18,9,5,18,117
19,9,12,22,5,18,9,12,25,131
19,9,12,22,5,18,9,14,7,115
19,9,12,22,5,18,9,19,5,118
19,9,12,22,5,18,9,19,8,121
19,9,12,22,5,18,9,20,5,119
19,9,12,22,5,18,9,26,5,125
19,9,12,22,5,18,12,25,0,122
19,9,12,22,5,18,14,0,0,99
19,9,12,22,5,18,18,15,4,122
19,9,12,22,5,18,20,9,16,130
19,9,12,22,5,18,20,15,16,136
19,9,12,22,5,24,0,0,0,91
19,9,12,22,5,24,5,19,0,115
19,25,12,22,9,3,0,0,0,90
19,9,12,22,9,3,1,12,0,87
19,9,12,22,9,3,19,0,0,93
19,25,12,22,9,9,4,0,0,100
19,25,12,22,9,9,14,5,0,115
19,25,12,22,9,14,0,0,0,101
19,25,12,22,9,14,5,0,0,106
19,25,12,22,9,14,5,19,0,125
19,25,12,22,9,14,9,20,5,135
19,25,12,22,9,14,19,0,0,120
19,25,12,22,9,20,5,0,0,112
19,25,12,22,9,20,5,19,0,131
19,25,12,22,9,21,19,0,0,127
19,25,13,0,0,0,0,0,0,57
19,9,13,1,7,18,5,0,0,72
19,9,13,1,12,0,0,0,0,54
19,9,13,1,18,0,0,0,0,60
19,9,13,1,18,1,0,0,0,61
19,9,13,1,18,18,5,0,0,83
19,9,13,1,18,19,0,0,0,79
19,9,13,1,18,21,2,1,0,84
19,9,13,1,18,21,2,1,19,103
19,9,13,1,19,0,0,0,0,61
19,9,13,1,26,9,14,5,0,96
19,9,13,1,26,9,14,5,19,115
19,9,13,2,1,0,0,0,0,44
19,9,13,2,1,12,12,0,0,68
19,25,13,2,1,19,9,3,0,91
19,25,13,2,1,19,9,19,0,107
19,9,13,2,9,12,0,0,0,64
19,25,13,2,9,15,14,0,0,97
19,25,13,2,9,15,14,9,3,109
19,25,13,2,9,15,14,19,0,116
19,25,13,2,9,15,14,20,0,117
19,25,13,2,9,15,14,20,19,136
19,25,13,2,9,15,19,5,19,126
19,25,13,2,9,15,19,9,19,130
19,25,13,2,9,15,20,0,0,103
19,25,13,2,9,15,20,5,0,108
19,25,13,2,9,15,20,5,19,127
19,25,13,2,9,15,20,9,3,115
19,25,13,2,9,15,20,19,0,122
19,9,13,2,12,9,14,0,0,78
19,9,13,2,12,9,14,7,0,85
19,9,13,2,12,15,20,0,0,90
19,25,13,2,15,12,0,0,0,86
19,25,13,2,15,12,5,4,0,95
19,25,13,2,15,12,9,3,0,98
19,25,13,2,15,12,9,3,19,117
19,25,13,2,15,12,9,14,7,116
19,25,13,2,15,12,9,19,5,119
19,25,13,2,15,12,9,19,13,127
19,25,13,2,15,12,9,19,20,134
19,25,13,2,15,12,9,26,5,126
19,25,13,2,15,12,12,5,4,107
19,25,13,2,15,12,15,7,25,133
19,25,13,2,15,12,18,25,0,129
19,25,13,2,15,12,19,0,0,105
19,25,13,2,15,12,21,13,0,120
19,25,13,2,18,1,14,3,8,103
19,9,13,3,15,14,0,0,0,73
19,9,13,5,0,0,0,0,0,46
19,9,13,9,1,4,0,0,0,55
19,9,13,9,1,12,0,0,0,63
19,9,13,9,1,14,0,0,0,65
19,9,13,9,1,14,9,20,25,119
19,9,13,9,1,14,19,0,0,84
19,9,13,9,5,19,17,21,5,117
19,9,13,9,9,4,0,0,0,63
19,9,13,9,12,1,18,0,0,81
19,9,13,9,12,1,18,25,0,106
19,9,13,9,12,1,18,12,25,118
19,9,13,9,12,1,20,5,0,88
19,9,13,9,12,5,0,0,0,67
19,9,13,9,12,5,19,0,0,86
19,9,13,9,12,9,13,21,13,118
19,9,13,9,12,9,20,5,18,114
19,9,13,9,12,9,20,25,0,116
19,9,13,9,12,9,26,5,0,102
19,9,13,9,12,15,18,0,0,95
19,9,13,9,15,9,4,0,0,78
19,9,13,9,15,21,19,0,0,105
19,9,13,9,20,1,18,0,0,89
19,9,13,9,20,1,18,19,0,108
19,9,13,9,20,25,0,0,0,95
19,9,13,11,9,14,0,0,0,75
19,9,13,12,9,14,0,0,0,76
19,9,13,12,9,14,7,0,0,83
19,9,13,12,9,14,19,0,0,95
19,25,13,13,1,3,8,25,0,107
19,25,13,13,5,4,9,1,14,103
19,25,13,13,5,12,9,1,0,97
19,25,13,13,5,12,9,1,14,111
19,25,13,13,5,12,21,19,0,127
19,9,13,13,5,18,0,0,0,77
19,9,13,13,5,18,5,4,0,86
19,9,13,13,5,18,9,14,7,107
19,9,13,13,5,18,19,0,0,96
19,25,13,13,5,20,18,1,12,126
19,25,13,13,5,20,18,25,0,138
19,25,13,13,5,20,18,9,3,125
19,25,13,13,9,19,20,0,0,118
19,9,13,13,15,14,0,0,0,83
19,25,13,13,15,18,25,0,0,128
19,9,13,14,5,12,0,0,0,72
19,9,13,14,5,12,19,0,0,91
19,9,13,15,12,5,15,14,0,102
19,9,13,15,12,5,15,14,19,121
19,9,13,15,14,25,0,0,0,95
19,9,13,15,14,9,1,3,0,83
19,9,13,15,14,9,1,3,19,102
19,9,13,15,14,9,1,12,0,92
19,9,13,15,14,9,5,19,0,103
19,9,13,15,14,9,15,21,19,134
19,9,13,15,14,9,19,13,0,111
19,9,13,15,14,9,19,20,19,137
19,9,13,15,14,9,26,5,0,110
19,9,13,15,14,9,26,5,4,114
19,9,13,15,14,9,26,5,19,129
19,9,13,15,15,12,0,0,0,83
19,9,13,15,15,13,0,0,0,84
19,9,13,15,15,13,19,0,0,103
19,9,13,15,15,14,0,0,0,85
19,9,13,15,15,14,19,0,0,104
19,9,13,15,21,19,0,0,0,96
19,9,13,16,0,0,0,0,0,57
19,9,13,16,1,9,0,0,0,67
19,25,13,16,1,20,8,25,0,127
19,25,13,16,1,20,8,9,3,114
19,25,13,16,1,20,8,9,14,125
19,9,13,16,1,20,9,3,15,105
19,25,13,16,1,20,18,25,0,137
19,25,13,16,1,20,18,9,3,124
19,9,13,16,5,18,0,0,0,80
19,9,13,16,5,18,5,4,0,89
19,9,13,16,5,18,5,18,0,103
19,9,13,16,5,18,5,18,19,122
19,9,13,16,5,18,9,14,7,110
19,9,13,16,5,18,19,0,0,99
19,25,13,16,5,20,1,12,25,136
19,25,13,16,8,25,12,1,14,133
19,25,13,16,8,9,12,5,0,107
19,25,13,16,8,9,12,25,0,127
19,25,13,16,8,9,12,9,3,114
19,25,13,16,8,25,19,5,19,149
19,25,13,16,8,25,19,25,0,150
19,25,13,16,8,25,19,9,3,137
19,25,13,16,8,25,19,9,19,153
19,25,13,16,8,25,20,9,3,138
19,25,13,16,8,15,14,25,0,135
19,25,13,16,8,15,14,9,1,120
19,25,13,16,8,15,14,9,3,122
19,25,13,16,8,18,1,19,5,124
19,25,13,16,12,1,19,13,0,118
19,25,13,16,12,1,19,20,0,125
19,9,13,16,12,5,0,0,0,74
19,9,13,16,12,5,4,0,0,78
19,9,13,16,12,5,18,0,0,92
19,9,13,16,12,5,19,0,0,93
19,9,13,16,12,5,19,19,5,117
19,9,13,16,12,5,19,20,0,113
19,9,13,16,12,5,20,15,14,123
19,9,13,16,12,5,24,0,0,98
19,9,13,16,12,5,24,5,4,107
19,9,13,16,12,5,24,5,19,122
19,9,13,16,12,25,0,0,0,94
19,9,13,16,12,9,3,5,19,105
19,9,13,16,12,9,3,9,1,91
19,9,13,16,12,9,6,25,0,109
19,9,13,16,12,9,14,7,0,99
19,9,13,16,12,9,19,13,0,110
19,9,13,16,12,9,19,13,19,129
19,9,13,16,12,9,19,20,0,117
